sample_window,variant,variant_label,year,outcome,outcome_label,size_variable,size_label,spearman_size_outcome,n_countries
all_available,baseline,Inclusive world export basket,2016,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.41768566664202345,154
all_available,baseline,Inclusive world export basket,2016,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.19975685288778272,154
all_available,baseline,Inclusive world export basket,2017,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.41718281718281713,155
all_available,baseline,Inclusive world export basket,2017,world_share_exposure,World-share percentile exposure,log_population,Population,0.2236988817633979,155
all_available,baseline,Inclusive world export basket,2017,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7109374496471271,155
all_available,baseline,Inclusive world export basket,2017,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.28755115851890045,155
all_available,baseline,Inclusive world export basket,2017,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4387129000032226,155
all_available,baseline,Inclusive world export basket,2017,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.3246624343398537,155
all_available,baseline,Inclusive world export basket,2017,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.33868711933228063,155
all_available,baseline,Inclusive world export basket,2017,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.19414134252843931,155
all_available,baseline,Inclusive world export basket,2017,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.34103638297186684,155
all_available,baseline,Inclusive world export basket,2017,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.2119654539009378,155
all_available,baseline,Inclusive world export basket,2017,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.39175018529857236,155
all_available,baseline,Inclusive world export basket,2017,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.20593277690051884,155
all_available,baseline,Inclusive world export basket,2018,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4655958077010708,153
all_available,baseline,Inclusive world export basket,2018,world_share_exposure,World-share percentile exposure,log_population,Population,0.23210767560612758,153
all_available,baseline,Inclusive world export basket,2018,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7352840657794217,153
all_available,baseline,Inclusive world export basket,2018,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.33262635197619717,153
all_available,baseline,Inclusive world export basket,2018,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.44018803693726294,153
all_available,baseline,Inclusive world export basket,2018,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.3209527830270864,153
all_available,baseline,Inclusive world export basket,2018,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.43438140806561854,153
all_available,baseline,Inclusive world export basket,2018,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.2719197726937665,153
all_available,baseline,Inclusive world export basket,2018,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.33895902858751153,153
all_available,baseline,Inclusive world export basket,2018,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.1855440740889657,153
all_available,baseline,Inclusive world export basket,2018,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.38570021309959385,153
all_available,baseline,Inclusive world export basket,2018,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.17270448849396217,153
all_available,baseline,Inclusive world export basket,2019,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4299250800798788,153
all_available,baseline,Inclusive world export basket,2019,world_share_exposure,World-share percentile exposure,log_population,Population,0.21656413761676918,153
all_available,baseline,Inclusive world export basket,2019,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.720330237358101,153
all_available,baseline,Inclusive world export basket,2019,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3101570771849409,153
all_available,baseline,Inclusive world export basket,2019,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.3784293621754922,153
all_available,baseline,Inclusive world export basket,2019,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.26623041561122057,153
all_available,baseline,Inclusive world export basket,2019,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3554273383994746,153
all_available,baseline,Inclusive world export basket,2019,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.23750217790465464,153
all_available,baseline,Inclusive world export basket,2019,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.24904172195193863,153
all_available,baseline,Inclusive world export basket,2019,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.13384396820929326,153
all_available,baseline,Inclusive world export basket,2019,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.38078484982509747,153
all_available,baseline,Inclusive world export basket,2019,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.174386501011888,153
all_available,baseline,Inclusive world export basket,2020,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.41379574764726385,151
all_available,baseline,Inclusive world export basket,2020,world_share_exposure,World-share percentile exposure,log_population,Population,0.22652840711049144,151
all_available,baseline,Inclusive world export basket,2020,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7371523178807945,151
all_available,baseline,Inclusive world export basket,2020,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3310142906936214,151
all_available,baseline,Inclusive world export basket,2020,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.364691530149878,151
all_available,baseline,Inclusive world export basket,2020,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.2766434297664691,151
all_available,baseline,Inclusive world export basket,2020,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.310205646566748,151
all_available,baseline,Inclusive world export basket,2020,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.22367026838619725,151
all_available,baseline,Inclusive world export basket,2020,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.26163820146392464,151
all_available,baseline,Inclusive world export basket,2020,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.1599756012547926,151
all_available,baseline,Inclusive world export basket,2020,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.36652492157546185,151
all_available,baseline,Inclusive world export basket,2020,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.2316277448588358,151
all_available,baseline,Inclusive world export basket,2021,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.40217948455087854,152
all_available,baseline,Inclusive world export basket,2021,world_share_exposure,World-share percentile exposure,log_population,Population,0.20790533013484236,152
all_available,baseline,Inclusive world export basket,2021,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7281966115132007,152
all_available,baseline,Inclusive world export basket,2021,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3106158461990582,152
all_available,baseline,Inclusive world export basket,2021,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.2984096392129525,152
all_available,baseline,Inclusive world export basket,2021,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.23001455723453548,152
all_available,baseline,Inclusive world export basket,2021,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.33312488466979684,152
all_available,baseline,Inclusive world export basket,2021,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.22674088805965045,152
all_available,baseline,Inclusive world export basket,2021,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.2993903730889358,152
all_available,baseline,Inclusive world export basket,2021,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.1557384891914242,152
all_available,baseline,Inclusive world export basket,2021,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.36964440708315394,152
all_available,baseline,Inclusive world export basket,2021,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.1895720993172452,152
all_available,baseline,Inclusive world export basket,2022,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.3416325049882097,149
all_available,baseline,Inclusive world export basket,2022,world_share_exposure,World-share percentile exposure,log_population,Population,0.12021403954289861,149
all_available,baseline,Inclusive world export basket,2022,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7013640486123708,149
all_available,baseline,Inclusive world export basket,2022,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.2984364230001814,149
all_available,baseline,Inclusive world export basket,2022,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.3091746780337385,149
all_available,baseline,Inclusive world export basket,2022,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.18271721385815345,149
all_available,baseline,Inclusive world export basket,2022,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.2692073281335027,149
all_available,baseline,Inclusive world export basket,2022,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.11690912388898966,149
all_available,baseline,Inclusive world export basket,2022,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.26395791764919285,149
all_available,baseline,Inclusive world export basket,2022,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.08734990023580629,149
all_available,baseline,Inclusive world export basket,2022,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.32243061853800115,149
all_available,baseline,Inclusive world export basket,2022,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.12015236713223292,149
all_available,baseline,Inclusive world export basket,2023,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.27583041197614544,148
all_available,baseline,Inclusive world export basket,2023,world_share_exposure,World-share percentile exposure,log_population,Population,0.12386307688321113,148
all_available,baseline,Inclusive world export basket,2023,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7452107634274462,148
all_available,baseline,Inclusive world export basket,2023,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3409825384897293,148
all_available,baseline,Inclusive world export basket,2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.2191147454809967,148
all_available,baseline,Inclusive world export basket,2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.1493131263025798,148
all_available,baseline,Inclusive world export basket,2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.20636195708103666,148
all_available,baseline,Inclusive world export basket,2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.10631642462898458,148
all_available,baseline,Inclusive world export basket,2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.1995135801463702,148
all_available,baseline,Inclusive world export basket,2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.11317960886513141,148
all_available,baseline,Inclusive world export basket,2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.24031509937550208,148
all_available,baseline,Inclusive world export basket,2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.09658802755638807,148
all_available,baseline,Inclusive world export basket,2024,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.34194922776495645,130
all_available,baseline,Inclusive world export basket,2024,world_share_exposure,World-share percentile exposure,log_population,Population,0.1877382159824908,131
all_available,baseline,Inclusive world export basket,2024,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7411626541397534,130
all_available,baseline,Inclusive world export basket,2024,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3145625366999413,131
all_available,baseline,Inclusive world export basket,2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.24814486064264157,130
all_available,baseline,Inclusive world export basket,2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.12842577270058186,131
all_available,baseline,Inclusive world export basket,2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.2622594873615644,130
all_available,baseline,Inclusive world export basket,2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.14423210377408852,131
all_available,baseline,Inclusive world export basket,2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.2540605497821901,130
all_available,baseline,Inclusive world export basket,2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.1573960390754284,131
all_available,baseline,Inclusive world export basket,2024,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.34136475986289583,130
all_available,baseline,Inclusive world export basket,2024,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.2024769124005765,131
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4435977567532856,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,world_share_exposure,World-share percentile exposure,log_population,Population,0.003377713087032835,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.6885483111434564,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.26161650755597415,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4662105250768167,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.11863748302318859,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.42592148636499844,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.09551778757652296,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.463697076073462,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.07914294276296073,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.32263367438674595,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2000,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.07232330151119482,141
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.33705715635333017,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,world_share_exposure,World-share percentile exposure,log_population,Population,-0.041048653755314114,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.729993569648742,144
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3120890603649224,144
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5037454879014304,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.17999992127332526,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.357105180286569,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.07877105967564163,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.41043536450952595,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.07937332703511257,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.2501613919067863,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2001,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.08189261533616751,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4146866635175562,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,world_share_exposure,World-share percentile exposure,log_population,Population,0.030605416469847265,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7702917771883291,144
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.34168073306004343,144
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5849141273629294,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.24700931746891683,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.44380806172256326,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.13698236498189262,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.457085498346717,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.13494331601322626,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.2679105652653125,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2002,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.03378208156195875,145
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4319808097372815,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,world_share_exposure,World-share percentile exposure,log_population,Population,0.057578191806379735,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7418567575123349,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.29781109037469117,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5654892350558485,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.2708487576646627,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.46129926666839427,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.1889707814923539,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.4870343566412599,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.15513239578436128,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.31847914206495226,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2003,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.001824999907454366,148
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.40056592796318824,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,world_share_exposure,World-share percentile exposure,log_population,Population,0.08421295211901866,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7553627152452984,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.32488722997529257,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5749425524020052,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.25550273850091343,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.4119713787032769,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.19253262208252425,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.4319337509161384,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.16242283659113407,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.28313398665649153,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2004,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.013638183892587023,147
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.39713404679847636,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,world_share_exposure,World-share percentile exposure,log_population,Population,0.018567023399238165,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7476618900779974,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.32130963177943045,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5310086378001124,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.24047611273915812,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3779357881371304,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.13810992200253946,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.43428623254126614,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.11194630872483222,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3163395610375476,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2005,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.040544168329403225,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.3891492835116997,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,world_share_exposure,World-share percentile exposure,log_population,Population,-0.006740431706874659,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7387121349537458,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.30125158715762745,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4581897333575186,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.18840921458371124,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.4238962452385271,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.1704806820243062,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.4242445129693452,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.09429711590785415,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.2479847632867767,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2006,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.10696535461636134,149
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2007,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4019937260369466,151
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2007,world_share_exposure,World-share percentile exposure,log_population,Population,-0.005712791913558731,151
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2007,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7456775856704744,150
all_available,noncommodity_broad,Broad-primary-excluded non-commodity basket,2007,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.29712431663629496,150
