country,iso3,reporter_code,base_year,base_year_2,future_year,future_year_2,base_window,future_window,horizon,product_level,active_threshold_usd_2024,persistence_rule,channel_type,channel_type_label,channel,channel_label,channel_order,base_value_2024_usd,future_value_2024_usd,net_contribution_2024_usd,positive_expansion_2024_usd,contraction_2024_usd,product_count,partner_count,cell_count,total_base_exports_2024_usd,total_future_exports_2024_usd,total_net_growth_2024_usd,total_positive_expansion_2024_usd,total_contraction_2024_usd,positive_expansion_share,net_growth_share,contraction_share,within_continuing_positive_expansion_share,within_continuing_net_growth_share
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,5556699900.3985,44355827003.20033,38799127102.801834,40026282429.758316,1227155326.9564812,95,208,6395,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,0.11823888476308633,-0.2619776509064088,0.0025217867517317322,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,906573202.7561464,11920940297.152302,11014367094.396156,11303279836.808975,288912742.4128182,1057,200,6840,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,0.03339024063538153,-0.07437069421601442,0.0005937115784927568,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,1728578969969.931,1579053827337.185,-149525142632.74585,284990853581.20386,434515996213.94977,1079,200,57198,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,0.8418718564297364,1.0096166729365335,0.8929241951672782,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,35707619579.61949,1474446298.7273684,-34233173280.892124,222029282.60604727,34455202563.49817,1086,211,10795,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,0.0006558814150716437,0.23114763111648767,0.07080495145497115,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,3377398569.259162,2521938792.834075,-855459776.4250866,1966837487.3325229,2822297263.7576094,1102,236,68572,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,0.005810099187216289,0.005776195481897372,0.005799780755419447,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,13344018512.128521,44586729.96570199,-13299431782.162819,11151638.103646604,13310583420.266466,15,181,867,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,3.29422862333177e-05,0.0897998010998924,0.027353059706221195,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,1503648.876139219,312252.98316050763,-1191395.8929787115,32255.338560670025,1223651.2315393817,8,34,52,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,9.528327457745434e-08,8.044487612185655e-06,2.5145858854635955e-06,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,4442.99,4442.99,4442.99,0.0,1,1,1,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,1.3124730819941824e-08,-2.9999749224167746e-08,0.0,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,2191148.1480036504,539333.1865319039,-1651814.9614717467,459715.74911455624,2111530.710586303,142,3,178,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,1.3580146389743078e-06,1.1153307706945258e-05,4.339165592865544e-06,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,5556129752.84929,44355822560.21033,38799692807.36104,40026277986.76831,1226585179.4072702,95,206,6392,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,0.11823887163835549,-0.26198147063026844,0.002520615106623286,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,1756994993059.5037,1594710340461.0967,-162284652598.40677,298477244538.88385,460761897137.2907,1103,215,142473,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,0.8817110753008226,1.095770839205892,0.946859148454648,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,11571487839.344624,259637825.41599527,-11311850013.92863,4660827.1185732195,11316510841.047203,395,9,573,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,1.3768228451911569e-05,0.07637934446831017,0.023255268903537428,,
Germany,DEU,276,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,13347981583.123707,45534089.148656584,-13302447493.975052,11818999.642001359,13314266493.61705,178,189,1102,1787472783382.9692,1639371878712.0483,-148100904670.92087,338520466511.1519,486621371182.0729,3.4913693000042004e-05,0.08982016364810866,0.027360628369598305,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,1681360111.1165757,26637975364.395607,24956615253.27903,25301577403.0822,344962149.803173,90,203,5897,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,0.09724276160493459,-0.5893487149086569,0.0011402353455317784,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,1297043148.3041358,6640110525.784244,5343067377.480108,5580237028.571291,237169651.09118336,1044,206,6019,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,0.021446791653483364,-0.12617616053421082,0.0007839388153625176,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,1669413435236.6865,1604592700988.6003,-64820734248.086395,225948701069.8306,290769435317.917,1084,201,59082,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,0.8683994409930182,1.5307370827671012,0.9611071467956034,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,8283242291.650742,1360714030.797383,-6922528260.853358,411927616.6977789,7334455877.551138,1064,208,7554,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,0.0015831810954265366,0.16347501826862307,0.02424325635899136,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,3757052422.154583,3839388483.9819074,82336061.82732487,2940468492.0627174,2858132430.235393,1102,235,68083,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,0.011301243081612912,-0.0019443603123303357,0.009447249853424523,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,932652146.0195241,1023142.9972065946,-931629003.0223175,49324.88078805084,931678327.9031057,8,134,359,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,1.8957267158686892e-07,0.022000353418546864,0.0030795626730271953,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,60089513.20368577,6869735.8608006975,-53219777.34288507,6866929.638506871,60086706.981391944,11,43,109,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,2.639199885276077e-05,0.001256781300927142,0.00019861015805903922,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,2977.608446493756,2977.608446493756,2977.608446493756,0.0,2,1,2,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,1.1443984843409775e-08,-7.031601415627423e-08,0.0,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,516108.7056659996,954614.3565232203,438505.6508572208,885499.6530471783,446994.00218995736,103,3,135,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,3.4032831349095826e-06,-1.0355280120725987e-05,1.4774906778280126e-06,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,1681133570.9402006,26637963938.730633,24956830367.790436,25301565977.417236,344735609.6267978,90,200,5892,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,0.09724271769213039,-0.5893537948227225,0.0011394865413037393,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,1682424322693.9055,1616430456980.8987,-65993865713.006546,234879684500.67032,300873550213.6769,1102,217,139332,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,0.90272431642774,1.5584404998472183,0.994505213644483,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,12099417.013293574,1055544.5852670127,-11043872.42802656,322693.83494543494,11366566.262971995,331,5,439,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,1.240224637502578e-06,0.0002608002710711113,3.75709642862694e-05,,
Germany,DEU,276,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,1306803078.5715435,8348216.237864043,-1298454862.3336797,7366215.579878829,1305821077.9135582,766,144,1303,1685424874869.1357,1643078782272.4172,-42346092596.71848,260189827864.7639,302535920461.4824,2.8310928372293976e-05,0.030662920300568667,0.004316251359249124,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,393904.1003564589,6767444478.945872,6767050574.845515,6767354753.983106,304179.1375901828,27,169,1623,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.019465845227397686,0.0666301428636128,1.2360415311345549e-06,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,860587100.8200958,7583160655.105222,6722573554.285125,6917774210.494315,195200656.20919016,1053,205,5822,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.019898516775747225,0.06619221053233947,0.0007932040306602022,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,1563377160186.2026,1646912105054.5083,83534944868.30542,319114941125.714,235579996257.4086,1083,203,58710,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.9179128743098816,0.8225068291005456,0.957286754067245,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,8277395263.801677,1500576956.6171868,-6776818307.18449,472340660.98696905,7249158968.171459,1059,209,7373,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.0013586564522818,-0.06672631850084221,0.02945718638511133,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,3026268917.485504,2936902346.222804,-89366571.26270021,2183785537.8949513,2273152109.1576514,1101,235,63426,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.0062815136542786676,-0.0008799265417934141,0.009237025378415194,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,793720053.2605509,949492.8711708849,-792770560.38938,717462.0502766693,793488022.4396566,9,136,343,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,2.063731802887532e-06,-0.0078058254645180705,0.00322436363638667,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,56714.374163198605,12195842906.893211,12195786192.519049,12195842906.893211,56714.374163198605,72,187,4000,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.0350805298486103,0.1200828880106562,2.3046065036999602e-07,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.0,0.0,0.0,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,350198.22080862673,932926.6493357496,582728.4285271231,908229.174012939,325500.74548581603,98,4,125,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,2.6124607287562994e-06,5.737695915526267e-06,1.3226825581239733e-06,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,393904.1003564589,6767444478.945872,6767050574.845515,6767354753.983106,304179.1375901828,27,169,1623,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.019465845227397686,0.0666301428636128,1.2360415311345549e-06,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,1575532219309.7214,1658931570223.9202,83399350914.19876,328687764017.01685,245288413102.81808,1101,220,134882,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.9454484617832165,0.821171735704443,0.9967372124963169,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,8725360.595406609,162622.72236576915,-8562737.87304084,99890.2054580676,8662628.078498907,250,4,287,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,2.8732752306730247e-07,-8.431094780127366e-05,3.5200862750235336e-05,,
Germany,DEU,276,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,793893367.4073405,12196871638.926113,11402978271.518772,12196629767.637447,793651496.1186737,116,198,4380,1576335582140.045,1677896981891.164,101561399751.1185,347652756658.0168,246091356906.89835,0.03508279320113424,0.11227669468383032,0.003225027916843618,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,6348732249.815464,6274625671.099396,-74106578.71606919,1424834609.1606586,1498941187.8767278,26,182,1832,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.004066449024053707,-0.0007612972765103311,0.005923605279185574,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,1310537058.6703792,6949749222.639388,5639212163.969009,5979472392.719543,340260228.75053513,1047,203,5679,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.017065292714958737,0.05793165649357691,0.0013446606869070305,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,1597133747480.1365,1693093562677.212,95959815197.07536,325238779436.51654,229278964239.44113,1083,202,58732,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.9282248681502332,0.985795690877404,0.9060782997755935,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,18460383996.914234,12003071923.861183,-6457312073.053049,1153258950.760492,7610571023.813541,1066,207,7624,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.003291377612987513,-0.06633600120209841,0.030075908954198528,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,3121798838.9418178,10418307618.454674,7296508779.512857,9764908759.614614,2468399980.1017575,1099,237,62247,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.027868851191718187,0.07495707342204369,0.00975477041496496,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,dying_product_cells,Dying HS4 product cells,6,12844745845.286901,3887420533.8236585,-8957325311.46324,24794072.462705493,8982119383.925947,6,171,275,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,7.076177903039492e-05,-0.09201865047043864,0.03549607565075095,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,below_threshold_product_residual,Below-threshold product residual cells,7,13288871678.104233,17224577632.077385,3935705953.973154,6801870263.057468,2866164309.0843143,87,204,5584,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.01941239952701851,0.040431528156022606,0.011326679238399435,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_new_product,New reporter partners with net-new HS4 products,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.0,0.0,0.0,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,new_reporter_partner_existing_product,New reporter partners with continuing HS4 products,2,230494.629149597,900558.1520169909,670063.5228673939,873470.9854296081,203407.46256221406,89,5,114,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,2.492868444802746e-06,6.883566127135912e-06,8.038377548128087e-07,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_new_product,Existing reporter partners with net-new HS4 products,3,6348631832.189706,6274512733.211004,-74119098.97870031,1424721671.2722688,1498840770.2509687,26,180,1824,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.00406612670161497,-0.0007614258972347985,0.005923208442816756,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,existing_reporter_partner_existing_product,Existing reporter partners with continuing HS4 products,4,1610357800712.2312,1712482871018.331,102125070306.09975,341665315537.7566,239540245231.65674,1100,219,133271,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.9751058684207276,1.049131389337788,0.9466294426411759,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,lost_reporter_partner,Lost reporter partners,5,9668544417.60731,9737238234.348722,68693816.74141264,226548899.53374374,157855082.79233107,230,4,250,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.0006465659561372692,0.0007056919440135661,0.0006238211407743557,,
Germany,DEU,276,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_partner_first,Partner-first: reporter-partner status,reporter_partner_product_residual,Reporter-partner/product residual cells,6,26133609691.212234,21355792735.12487,-4777816956.087362,7070458904.743999,11848275860.831364,717,212,6514,1652508817147.8694,1749851315279.168,97342498131.29803,350387918484.29193,253045420352.99396,0.020178946053075658,-0.049082538950694705,0.0468227239374782,,
Germany,DEU,276,2017,2018,2022,2023,2017-2018,2022-2023,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,net_new_product,Net-new HS4 products,1,7040204388.389916,25168360565.208313,18128156176.8184,18583296903.803116,455140726.984717,43,207,3077,1754948370720.9104,1719884616022.3787,-35063754698.531746,294032016315.924,329095771014.45575,0.06320161027578783,-0.5170055612320804,0.0013830038762932771,,
Germany,DEU,276,2017,2018,2022,2023,2017-2018,2022-2023,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_new_product_specific_partner,Continuing HS4 products to new product-specific partners,2,11508054995.30035,35467189690.57924,23959134695.27889,25112771297.122124,1153636601.8432353,1097,205,7395,1754948370720.9104,1719884616022.3787,-35063754698.531746,294032016315.924,329095771014.45575,0.08540828856589411,-0.6833020280136214,0.003505473796539795,,
Germany,DEU,276,2017,2018,2022,2023,2017-2018,2022-2023,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_to_existing_product_specific_partner,Continuing HS4 products to existing product-specific partners,3,1693302451309.3225,1654819553314.489,-38482897994.83349,248080987309.09653,286563885303.93,1129,201,58947,1754948370720.9104,1719884616022.3787,-35063754698.531746,294032016315.924,329095771014.45575,0.8437210016018963,1.0975121838975481,0.8707613726562973,,
Germany,DEU,276,2017,2018,2022,2023,2017-2018,2022-2023,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_lost_product_specific_partner,Continuing HS4 products to lost product-specific partners,4,25714326582.63233,1684941723.4952888,-24029384859.13704,209633105.15204176,24239017964.289085,1074,208,8072,1754948370720.9104,1719884616022.3787,-35063754698.531746,294032016315.924,329095771014.45575,0.0007129601319565164,0.6853055260548935,0.07365338633666116,,
Germany,DEU,276,2017,2018,2022,2023,2017-2018,2022-2023,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,combined_product_first,Product-first: product-specific partner status,existing_product_below_threshold_product_specific_partner_residual,Continuing HS4 products below product-specific partner threshold,5,3593019726.8372984,2744045189.3491488,-848974537.4881492,2044916983.909387,2893891521.397536,1154,237,64098,1754948370720.9104,1719884616022.3787,-35063754698.531746,294032016315.924,329095771014.45575,0.00695474258052299,0.024212311111214198,0.008793463107948658,,
